text,reading,roles,predicate_frame,standalone_kind,provenance_ids
指揮,ㄓ3 ㄏㄨㄟ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
勢力,ㄕ4 ㄌㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
澳洲,ㄠ4 ㄓㄡ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
手法,ㄕㄡ3 ㄈㄚ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
南部,ㄋㄢ2 ㄅㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
樂團,ㄩㄝ4 ㄊㄨㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
形狀,ㄒㄧㄥ2 ㄓㄨㄤ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
最早,ㄗㄨㄟ4 ㄗㄠ3,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
發行,ㄈㄚ1 ㄒㄧㄥ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
公民,ㄍㄨㄥ1 ㄇㄧㄣ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
轉變,ㄓㄨㄢ3 ㄅㄧㄢ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
飲料,ㄧㄣ3 ㄌㄧㄠ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
上帝,ㄕㄤ4 ㄉㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
超級,ㄔㄠ1 ㄐㄧ2,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
歌手,ㄍㄜ1 ㄕㄡ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
勞動,ㄌㄠ2 ㄉㄨㄥ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
許,ㄒㄩ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
佔,ㄓㄢ4,transitive-predicate,transitive,lexical-prompt,local:naer-top-10000-generation-v1
意味,ㄧ4 ㄨㄟ4,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
非洲,ㄈㄟ1 ㄓㄡ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
農,ㄋㄨㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
展覽,ㄓㄢ3 ㄌㄢ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
地圖,ㄉㄧ4 ㄊㄨ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
污染,ㄨ1 ㄖㄢ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
藝人,ㄧ4 ㄖㄣ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
首都,ㄕㄡ3 ㄉㄨ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
敘利亞,ㄒㄩ4 ㄌㄧ4 ㄧㄚ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
運輸,ㄩㄣ4 ㄕㄨ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
球隊,ㄑㄧㄡ2 ㄉㄨㄟ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
工人,ㄍㄨㄥ1 ㄖㄣ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
出身,ㄔㄨ1 ㄕㄣ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
勝利,ㄕㄥ4 ㄌㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
一帶,ㄧ1 ㄉㄞ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
敵人,ㄉㄧ2 ㄖㄣ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
大臣,ㄉㄚ4 ㄔㄣ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
好友,ㄏㄠ3 ㄧㄡ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
否認,ㄈㄡ3 ㄖㄣ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
含有,ㄏㄢ2 ㄧㄡ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
倫敦,ㄌㄨㄣ2 ㄉㄨㄣ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
菲律賓,ㄈㄟ1 ㄌㄩ4 ㄅㄧㄣ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
統治,ㄊㄨㄥ3 ㄓ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
龐大,ㄆㄤ2 ㄉㄚ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
試圖,ㄕ4 ㄊㄨ2,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
北部,ㄅㄟ3 ㄅㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
發動,ㄈㄚ1 ㄉㄨㄥ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
歌曲,ㄍㄜ1 ㄑㄩ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
中學,ㄓㄨㄥ1 ㄒㄩㄝ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
席,ㄒㄧ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
佛教,ㄈㄛ2 ㄐㄧㄠ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
繪畫,ㄏㄨㄟ4 ㄏㄨㄚ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
承擔,ㄔㄥ2 ㄉㄢ1,transitive-predicate,transitive,lexical-prompt,local:naer-top-10000-generation-v1
支援,ㄓ1 ㄩㄢ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
初期,ㄔㄨ1 ㄑㄧ2,temporal,none,lexical-prompt,local:naer-top-10000-generation-v1
長達,ㄔㄤ2 ㄉㄚ2,transitive-predicate,transitive,lexical-prompt,local:naer-top-10000-generation-v1
綜合,ㄗㄨㄥ4 ㄏㄜ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
取消,ㄑㄩ3 ㄒㄧㄠ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
融合,ㄖㄨㄥ2 ㄏㄜ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
物品,ㄨ4 ㄆㄧㄣ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
設定,ㄕㄜ4 ㄉㄧㄥ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
監督,ㄐㄧㄢ1 ㄉㄨ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
產量,ㄔㄢ3 ㄌㄧㄤ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
造,ㄗㄠ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
構成,ㄍㄡ4 ㄔㄥ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
秋,ㄑㄧㄡ1,temporal,none,lexical-prompt,local:naer-top-10000-generation-v1
周圍,ㄓㄡ1 ㄨㄟ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
專輯,ㄓㄨㄢ1 ㄐㄧ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
顧問,ㄍㄨ4 ㄨㄣ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
排名,ㄆㄞ2 ㄇㄧㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
劍,ㄐㄧㄢ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
名稱,ㄇㄧㄥ2 ㄔㄥ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
現任,ㄒㄧㄢ4 ㄖㄣ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
場所,ㄔㄤ3 ㄙㄨㄛ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
聯絡,ㄌㄧㄢ2 ㄌㄨㄛ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
贏得,ㄧㄥ2 ㄉㄜ2,transitive-predicate,transitive,lexical-prompt,local:naer-top-10000-generation-v1
上述,ㄕㄤ4 ㄕㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
命令,ㄇㄧㄥ4 ㄌㄧㄥ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
私人,ㄙ1 ㄖㄣ2,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
本土,ㄅㄣ3 ㄊㄨ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
聚集,ㄐㄩ4 ㄐㄧ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
花園,ㄏㄨㄚ1 ㄩㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
分配,ㄈㄣ1 ㄆㄟ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
聲明,ㄕㄥ1 ㄇㄧㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
判決,ㄆㄢ4 ㄐㄩㄝ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
英,ㄧㄥ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
指示,ㄓ3 ㄕ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
強大,ㄑㄧㄤ2 ㄉㄚ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
遭遇,ㄗㄠ1 ㄩ4,transitive-predicate,transitive,lexical-prompt,local:naer-top-10000-generation-v1
發布,ㄈㄚ1 ㄅㄨ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
治,ㄓ4,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
評論,ㄆㄧㄥ2 ㄌㄨㄣ4,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
邏輯,ㄌㄨㄛ2 ㄐㄧ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
高級,ㄍㄠ1 ㄐㄧ2,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
各界,ㄍㄜ4 ㄐㄧㄝ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
懷孕,ㄏㄨㄞ2 ㄩㄣ4,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
軟體,ㄖㄨㄢ3 ㄊㄧ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
原始,ㄩㄢ2 ㄕ3,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
經理,ㄐㄧㄥ1 ㄌㄧ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
局長,ㄐㄩ2 ㄓㄤ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
意,ㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
真相,ㄓㄣ1 ㄒㄧㄤ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
企圖,ㄑㄧ4 ㄊㄨ2,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
體制,ㄊㄧ3 ㄓ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
海岸,ㄏㄞ3 ㄢ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
教會,ㄐㄧㄠ4 ㄏㄨㄟ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
詩人,ㄕ1 ㄖㄣ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
歐,ㄡ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
海水,ㄏㄞ3 ㄕㄨㄟ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
財產,ㄘㄞ2 ㄔㄢ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
楊,ㄧㄤ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
階級,ㄐㄧㄝ1 ㄐㄧ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
修復,ㄒㄧㄡ1 ㄈㄨ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
發起,ㄈㄚ1 ㄑㄧ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
政權,ㄓㄥ4 ㄑㄩㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
教堂,ㄐㄧㄠ4 ㄊㄤ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
娛樂,ㄩ2 ㄌㄜ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
增長,ㄗㄥ1 ㄓㄤ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
商店,ㄕㄤ1 ㄉㄧㄢ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
特徵,ㄊㄜ4 ㄓㄥ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
普通,ㄆㄨ3 ㄊㄨㄥ1,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
傳說,ㄔㄨㄢ2 ㄕㄨㄛ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
童年,ㄊㄨㄥ2 ㄋㄧㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
酒店,ㄐㄧㄡ3 ㄉㄧㄢ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
合法,ㄏㄜ2 ㄈㄚ3,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
金屬,ㄐㄧㄣ1 ㄕㄨ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
電池,ㄉㄧㄢ4 ㄔ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
皇后,ㄏㄨㄤ2 ㄏㄡ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
比如,ㄅㄧ3 ㄖㄨ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
善,ㄕㄢ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
指定,ㄓ3 ㄉㄧㄥ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
介入,ㄐㄧㄝ4 ㄖㄨ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
秘密,ㄇㄧ4 ㄇㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
古蹟,ㄍㄨ3 ㄐㄧ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
電力,ㄉㄧㄢ4 ㄌㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
形態,ㄒㄧㄥ2 ㄊㄞ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
本人,ㄅㄣ3 ㄖㄣ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
種類,ㄓㄨㄥ3 ㄌㄟ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
朱,ㄓㄨ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
加工,ㄐㄧㄚ1 ㄍㄨㄥ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
資本,ㄗ1 ㄅㄣ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
平等,ㄆㄧㄥ2 ㄉㄥ3,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
周年,ㄓㄡ1 ㄋㄧㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
性別,ㄒㄧㄥ4 ㄅㄧㄝ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
典型,ㄉㄧㄢ3 ㄒㄧㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
診斷,ㄓㄣ3 ㄉㄨㄢ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
情節,ㄑㄧㄥ2 ㄐㄧㄝ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
溫泉,ㄨㄣ1 ㄑㄩㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
隧道,ㄙㄨㄟ4 ㄉㄠ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
作戰,ㄗㄨㄛ4 ㄓㄢ4,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
食用,ㄕ2 ㄩㄥ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
藍色,ㄌㄢ2 ㄙㄜ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
男友,ㄋㄢ2 ㄧㄡ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
慶祝,ㄑㄧㄥ4 ㄓㄨ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
鄰近,ㄌㄧㄣ2 ㄐㄧㄣ4,transitive-predicate,transitive,lexical-prompt,local:naer-top-10000-generation-v1
當局,ㄉㄤ1 ㄐㄩ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
地理,ㄉㄧ4 ㄌㄧ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
高速,ㄍㄠ1 ㄙㄨ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
埃及,ㄞ1 ㄐㄧ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
總理,ㄗㄨㄥ3 ㄌㄧ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
廣播,ㄍㄨㄤ3 ㄅㄛ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
現有,ㄒㄧㄢ4 ㄧㄡ3,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
西班牙,ㄒㄧ1 ㄅㄢ1 ㄧㄚ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
希臘,ㄒㄧ1 ㄌㄚ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
馬來西亞,ㄇㄚ3 ㄌㄞ2 ㄒㄧ1 ㄧㄚ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
允許,ㄩㄣ3 ㄒㄩ3,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
財政,ㄘㄞ2 ㄓㄥ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
空中,ㄎㄨㄥ1 ㄓㄨㄥ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
慈善,ㄘ2 ㄕㄢ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
宋,ㄙㄨㄥ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
事故,ㄕ4 ㄍㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
牙齒,ㄧㄚ2 ㄔ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
祖先,ㄗㄨ3 ㄒㄧㄢ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
說服,ㄕㄨㄟ4 ㄈㄨ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
有用,ㄧㄡ3 ㄩㄥ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
領先,ㄌㄧㄥ3 ㄒㄧㄢ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
請求,ㄑㄧㄥ3 ㄑㄧㄡ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
群眾,ㄑㄩㄣ2 ㄓㄨㄥ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
宿舍,ㄙㄨ4 ㄕㄜ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
性質,ㄒㄧㄥ4 ㄓ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
場地,ㄔㄤ3 ㄉㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
神奇,ㄕㄣ2 ㄑㄧ2,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
海軍,ㄏㄞ3 ㄐㄩㄣ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
列車,ㄌㄧㄝ4 ㄔㄜ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
羅馬,ㄌㄨㄛ2 ㄇㄚ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
簽署,ㄑㄧㄢ1 ㄕㄨ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
淡水,ㄉㄢ4 ㄕㄨㄟ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
會長,ㄏㄨㄟ4 ㄓㄤ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
乾隆,ㄑㄧㄢ2 ㄌㄨㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
列,ㄌㄧㄝ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
大戰,ㄉㄚ4 ㄓㄢ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
職務,ㄓ2 ㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
止,ㄓ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
旗,ㄑㄧ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
啟用,ㄑㄧ3 ㄩㄥ4,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
軍人,ㄐㄩㄣ1 ㄖㄣ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
落後,ㄌㄨㄛ4 ㄏㄡ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
飛行,ㄈㄟ1 ㄒㄧㄥ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
父,ㄈㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
財富,ㄘㄞ2 ㄈㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
分成,ㄈㄣ1 ㄔㄥ2,transitive-predicate,transitive,lexical-prompt,local:naer-top-10000-generation-v1
部長,ㄅㄨ4 ㄓㄤ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
原理,ㄩㄢ2 ㄌㄧ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
場合,ㄔㄤ3 ㄏㄜ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
技能,ㄐㄧ4 ㄋㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
架構,ㄐㄧㄚ4 ㄍㄡ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
荷蘭,ㄏㄜ2 ㄌㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
建造,ㄐㄧㄢ4 ㄗㄠ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
呈,ㄔㄥ2,transitive-predicate,transitive,lexical-prompt,local:naer-top-10000-generation-v1
版本,ㄅㄢ3 ㄅㄣ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
飾演,ㄕ4 ㄧㄢ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
世,ㄕ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
合併,ㄏㄜ2 ㄅㄧㄥ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
鋼琴,ㄍㄤ1 ㄑㄧㄣ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
連任,ㄌㄧㄢ2 ㄖㄣ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
廣泛,ㄍㄨㄤ3 ㄈㄢ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
翻譯,ㄈㄢ1 ㄧ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
通訊,ㄊㄨㄥ1 ㄒㄩㄣ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
河川,ㄏㄜ2 ㄔㄨㄢ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
小型,ㄒㄧㄠ3 ㄒㄧㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
先進,ㄒㄧㄢ1 ㄐㄧㄣ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
士兵,ㄕ4 ㄅㄧㄥ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
地形,ㄉㄧ4 ㄒㄧㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
返回,ㄈㄢ3 ㄏㄨㄟ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
棒球,ㄅㄤ4 ㄑㄧㄡ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
工藝,ㄍㄨㄥ1 ㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
乘客,ㄔㄥ2 ㄎㄜ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
升,ㄕㄥ1,transitive-predicate,transitive,lexical-prompt,local:naer-top-10000-generation-v1
文物,ㄨㄣ2 ㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
冒險,ㄇㄠ4 ㄒㄧㄢ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
高山,ㄍㄠ1 ㄕㄢ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
模型,ㄇㄛ2 ㄒㄧㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
開設,ㄎㄞ1 ㄕㄜ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
漫畫,ㄇㄢ4 ㄏㄨㄚ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
賽事,ㄙㄞ4 ㄕ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
